qid	len_fileA	len_fileB	min_len
428819	9	6	6
322211	11	8	8
1099981	7	7	7
913098	9	10	9
925571	12	16	12
933236	9	8	8
1100224	7	8	7
557157	8	8	8
641284	9	6	6
183046	6	6	6
653041	6	8	6
917015	9	8	8
786477	7	8	7
870544	10	9	9
1034666	8	6	6
999028	6	7	6
1086248	8	7	7
1097885	7	10	7
456443	6	6	6
1057270	6	6	6
694560	7	6	6
1021554	11	10	10
837372	9	8	8
1082893	8	7	7
892224	9	9	9
359499	10	10	10
393954	7	7	7
610190	7	8	7
992660	9	11	9
8854	15	13	13
128200	10	10	10
570068	9	8	8
1098226	9	6	6
86701	7	8	7
782549	6	7	6
840532	20	16	16
488021	6	6	6
230891	7	7	7
473492	9	7	7
749399	7	7	7
932495	13	12	12
1071270	10	11	10
626318	9	7	7
114573	6	6	6
1050923	7	7	7
992383	6	6	6
161418	9	10	9
866101	7	9	7
1087680	6	10	6
1086430	12	11	11
889046	6	7	6
917825	7	7	7
1004199	7	7	7
962443	9	10	9
240504	7	6	6
983499	7	7	7
985433	10	9	9
407102	6	7	6
1002737	7	7	7
920753	10	9	9
241405	10	7	7
537301	6	7	6
497132	10	13	10
934134	7	6	6
1095955	8	10	8
257772	9	9	9
995221	7	9	7
1096532	10	6	6
567159	10	11	10
1048359	7	8	7
568895	7	7	7
1092203	7	8	7
607855	7	7	7
851813	8	6	6
557417	7	7	7
806688	10	8	8
1022410	7	6	6
77878	9	9	9
711803	6	6	6
808019	7	7	7
986316	7	9	7
1084276	7	7	7
162662	7	11	7
1006791	6	7	6
1047556	6	7	6
160885	6	7	6
1017692	8	7	7
851490	8	8	8
659182	7	10	7
1024669	8	9	8
1087171	9	10	9
266920	7	6	6
985461	6	7	6
518675	9	9	9
1013965	6	7	6
1082265	8	6	6
610128	6	6	6
278074	9	6	6
1038685	6	7	6
700641	7	7	7
1010607	14	11	11
1034761	14	9	9
728836	6	9	6
286160	9	7	7
1099340	10	7	7
816289	12	8	8
815243	7	7	7
943190	8	8	8
273522	10	6	6
912899	7	7	7
345350	9	9	9
1081595	10	10	10
299939	9	8	8
1031976	8	6	6
1035931	9	9	9
574730	10	10	10
968206	6	7	6
670476	11	7	7
570023	9	10	9
833579	12	8	8
604113	7	7	7
689851	9	7	7
1096425	8	7	7
1096850	7	6	6
902855	7	6	6
1079231	8	8	8
293421	9	8	8
1082531	6	7	6
1052427	6	6	6
1003997	6	7	6
1004233	6	7	6
1087173	10	10	10
1095066	8	7	7
181144	6	7	6
1095876	6	6	6
920717	9	8	8
970824	7	8	7
435794	7	7	7
1012026	11	9	9
1047833	6	8	6
299094	6	6	6
1018807	12	11	11
745746	7	8	7
939866	8	10	8
1096401	10	8	8
1034587	8	7	7
869348	10	9	9
862742	6	8	6
249821	9	7	7
589777	6	6	6
334867	6	7	6
1086594	9	9	9
1096658	10	8	8
1101278	8	8	8
932223	8	7	7
128113	6	6	6
1062928	6	6	6
1086976	11	9	9
845529	8	6	6
832188	8	6	6
249802	7	6	6
62439	10	10	10
1089763	6	7	6
635125	8	8	8
428941	9	9	9
1097723	7	7	7
308032	10	9	9
839128	7	6	6
1022769	10	11	10
281002	14	9	9
190307	6	8	6
259885	11	9	9
818798	11	8	8
899423	10	11	10
1097195	9	8	8
1098102	9	7	7
482808	7	7	7
221664	6	6	6
1097523	8	6	6
160312	14	10	10
323798	9	8	8
1067640	7	8	7
577167	9	7	7
88284	7	6	6
78730	7	8	7
348594	9	9	9
1030271	8	7	7
234644	10	11	10
153037	9	13	9
253965	9	6	6
1024166	6	6	6
1084906	10	8	8
1012328	6	6	6
610940	7	9	7
1092007	9	6	6
1065712	6	6	6
1027209	9	9	9
1098180	10	9	9
1082877	6	8	6
1007972	11	10	10
58571	6	8	6
907334	9	6	6
1063177	8	10	8
1028711	7	7	7
1014131	8	6	6
1083267	8	9	8
927989	8	11	8
1096945	7	6	6
392195	8	9	8
1047088	8	10	8
496244	10	8	8
359040	6	7	6
499818	7	7	7
42555	8	8	8
958993	7	10	7
253678	12	10	10
762652	6	6	6
674595	6	6	6
1001999	7	7	7
1034050	10	9	9
1094536	9	9	9
1015347	11	9	9
39908	6	7	6
283141	8	9	8
1023111	9	10	9
1087858	6	6	6
918324	13	16	13
261521	12	11	11
1087728	7	9	7
1098846	6	6	6
1094141	7	6	6
164946	6	7	6
1017892	17	13	13
1007382	12	12	12
145821	9	10	9
567443	9	7	7
1006751	7	6	6
588829	6	6	6
846438	13	6	6
872081	9	8	8
705279	7	9	7
910777	6	6	6
514767	7	7	7
562827	7	7	7
1062511	9	10	9
1094943	7	6	6
1058036	6	9	6
587853	7	6	6
1021639	9	9	9
821372	8	6	6
393420	8	6	6
333486	13	9	9
1000681	7	7	7
906692	8	8	8
808200	8	6	6
281702	7	6	6
649640	8	6	6
1095571	8	8	8
1016254	9	9	9
302435	7	6	6
156688	6	7	6
259239	7	6	6
1040848	14	10	10
1027817	7	8	7
260853	7	7	7
817309	8	7	7
1044249	9	7	7
813193	7	6	6
992950	8	8	8
50498	6	6	6
1051352	7	8	7
985173	6	6	6
984075	7	7	7
368229	7	6	6
1089983	7	8	7
402417	6	6	6
1019356	7	8	7
220087	6	7	6
1055197	7	7	7
897953	6	6	6
1085967	8	10	8
1094271	13	11	11
330560	10	9	9
149670	7	9	7
954455	10	10	10
987644	10	7	7
935973	8	8	8
1055717	6	9	6
454872	7	7	7
651187	7	7	7
455853	6	6	6
1038724	8	7	7
998834	6	7	6
542431	7	8	7
933946	9	7	7
9083	7	7	7
608197	6	6	6
1050857	7	6	6
1085764	22	24	22
909048	7	6	6
1040532	10	9	9
571696	7	6	6
1027812	7	6	6
1095650	6	6	6
1064155	7	10	7
740263	7	7	7
1042158	8	9	8
583916	7	7	7
326637	6	6	6
818421	7	6	6
1095121	10	10	10
1091665	9	6	6
1095687	10	6	6
242019	6	6	6
560245	8	8	8
409071	7	7	7
1094469	6	6	6
253966	11	7	7
24807	11	11	11
277623	7	8	7
430985	7	10	7
986162	8	6	6
239511	9	6	6
911056	8	7	7
1011721	14	10	10
849561	6	6	6
1073801	8	8	8
1031502	7	6	6
1024221	6	6	6
335711	10	7	7
291396	6	6	6
168175	8	7	7
992193	16	14	14
1099530	7	10	7
1084475	9	8	8
386653	6	6	6
1089164	6	7	6
1033927	12	9	9
298113	8	6	6
926064	10	11	10
698719	7	7	7
1099706	7	8	7
930293	6	6	6
1033296	9	7	7
813953	8	8	8
922335	8	6	6
846806	16	14	14
614069	6	6	6
786157	8	6	6
1083341	6	7	6
1016565	8	7	7
71238	7	9	7
273449	7	6	6
667932	7	8	7
422600	7	7	7
1063478	6	7	6
1017476	11	11	11
670142	6	9	6
646071	7	6	6
1073358	9	8	8
1101721	9	8	8
894161	9	9	9
243416	8	7	7
1086174	8	7	7
1033092	7	6	6
1000519	7	7	7
1026098	6	7	6
617795	9	11	9
29089	7	7	7
1043064	8	8	8
1102351	15	15	15
1010151	7	7	7
874691	9	11	9
921173	7	6	6
946825	6	6	6
917334	6	9	6
1095523	9	6	6
249176	8	8	8
1087238	8	7	7
930326	6	7	6
279987	6	7	6
1046569	6	7	6
995280	10	14	10
1091654	6	7	6
818819	8	7	7
1007550	12	9	9
760908	7	7	7
1060616	7	6	6
1089696	9	9	9
955093	6	8	6
1034679	7	6	6
337209	9	6	6
21603	7	6	6
850820	6	6	6
984770	8	6	6
400803	9	9	9
1097373	11	13	11
243244	10	9	9
820973	6	6	6
925951	9	9	9
1085303	7	7	7
656345	7	7	7
1083021	8	7	7
635647	8	10	8
835206	13	8	8
942221	7	8	7
77391	11	10	10
1096256	8	9	8
853646	8	6	6
605648	6	6	6
1102028	7	8	7
682910	11	9	9
1098090	8	10	8
262280	7	8	7
605467	6	6	6
1085780	6	6	6
1101603	8	6	6
1014210	10	9	9
1098719	9	6	6
1050253	11	13	11
1035535	9	8	8
1029908	7	7	7
994478	11	12	11
837681	6	6	6
886332	7	8	7
709560	7	8	7
24441	6	8	6
1095705	9	7	7
214040	6	6	6
276979	9	7	7
880766	6	6	6
1087114	7	7	7
910375	11	9	9
956403	10	13	10
941219	8	7	7
1095899	11	8	8
473394	7	6	6
300312	7	7	7
418552	10	10	10
830040	11	7	7
964054	8	7	7
1075156	8	10	8
328704	9	7	7
462301	10	9	9
1083663	11	10	10
998493	6	6	6
1099072	7	8	7
1020500	7	8	7
948351	9	7	7
985431	8	8	8
607374	7	6	6
1069405	6	7	6
166111	7	9	7
422152	8	7	7
1022907	9	8	8
1086915	9	13	9
1016013	12	14	12
866139	6	6	6
1097359	11	12	11
1046567	6	6	6
232703	8	7	7
922593	8	6	6
704236	8	7	7
1101271	6	6	6
996272	7	8	7
949686	6	8	6
586785	6	7	6
537761	6	7	6
1099219	7	6	6
851425	8	7	7
920218	11	10	10
144857	6	6	6
436249	7	7	7
326417	7	6	6
926700	6	9	6
1065985	7	7	7
711682	8	10	8
380755	10	7	7
998093	7	6	6
980811	7	7	7
1008830	9	6	6
1079815	9	9	9
1095354	9	10	9
1092161	7	9	7
290488	7	6	6
670022	9	7	7
1006459	6	6	6
1040507	11	9	9
928567	7	9	7
665009	19	9	9
1059045	6	7	6
11006	7	9	7
697780	7	7	7
1011925	6	6	6
212796	7	9	7
1098725	7	6	6
1087061	8	7	7
210442	8	6	6
1100229	7	9	7
1101977	9	7	7
649763	6	6	6
1010173	11	11	11
288702	8	9	8
992946	9	10	9
2962	12	8	8
577813	6	6	6
1009961	8	7	7
1012431	10	7	7
938140	8	7	7
1085779	6	7	6
918800	7	6	6
156566	8	6	6
1011044	6	7	6
1035278	6	6	6
614047	7	6	6
1095952	7	7	7
615219	9	9	9
1087375	6	6	6
823421	7	6	6
1086477	7	6	6
1045855	8	7	7
1014911	17	13	13
1096557	8	7	7
602352	7	6	6
1094175	6	9	6
755040	6	6	6
1097461	8	8	8
868410	9	9	9
1059801	6	6	6
328629	13	11	11
1046648	6	8	6
1093540	7	6	6
1004940	7	10	7
765583	6	6	6
1096087	11	9	9
1000574	9	12	9
841665	7	6	6
849596	6	6	6
320025	8	8	8
147337	7	11	7
1088816	14	14	14
1090624	8	6	6
1091633	6	6	6
1024069	7	6	6
1019262	6	7	6
995825	9	6	6
992605	9	11	9
1065227	7	9	7
1024667	8	8	8
633617	7	6	6
1002426	7	6	6
1083000	7	9	7
224314	9	7	7
1084971	7	6	6
218000	7	7	7
75717	6	6	6
761032	8	9	8
985165	16	17	16
1062961	7	7	7
417362	7	7	7
197945	10	8	8
172062	11	14	11
258485	10	6	6
814964	7	6	6
1043995	8	8	8
570070	9	8	8
403095	9	12	9
997542	9	9	9
942651	9	10	9
456305	6	6	6
831871	8	7	7
1060305	8	6	6
916901	6	8	6
274981	6	6	6
1095716	8	6	6
847726	9	8	8
64960	6	6	6
569689	7	6	6
401287	7	10	7
301061	11	9	9
1097386	9	7	7
1035874	10	11	10
1085245	8	9	8
77034	7	8	7
1087729	8	8	8
565696	7	7	7
906901	12	13	12
849142	7	6	6
989870	6	6	6
1032019	9	7	7
611747	6	7	6
264827	9	10	9
897401	7	10	7
584727	8	7	7
1096479	10	10	10
635497	9	11	9
568526	7	6	6
853344	13	12	12
994012	7	9	7
414276	7	7	7
1084441	6	6	6
442525	8	6	6
1097746	7	9	7
1058853	6	7	6
1096827	13	9	9
863387	10	8	8
961255	8	10	8
891565	8	8	8
583325	7	6	6
1017348	12	11	11
1027650	7	6	6
403361	7	7	7
1043815	7	7	7
881582	8	8	8
569939	9	9	9
1088254	6	6	6
70340	11	9	9
279229	12	12	12
1044244	7	6	6
143424	6	6	6
984992	6	9	6
426347	7	6	6
302337	8	8	8
333579	12	9	9
700224	9	7	7
1003481	6	7	6
917536	6	6	6
660999	7	8	7
624143	8	8	8
852179	9	9	9
838116	8	8	8
206549	8	6	6
1087327	9	8	8
1030722	16	14	14
1039495	6	6	6
507086	6	6	6
167204	7	7	7
1033398	8	6	6
1082872	8	8	8
62554	9	11	9
422893	6	7	6
522953	6	7	6
1060881	8	6	6
987567	10	9	9
418032	6	8	6
878367	6	12	6
227968	7	6	6
992869	14	12	12
988754	9	7	7
1092105	7	9	7
21765	6	9	6
1017498	7	10	7
808235	7	9	7
1093444	6	6	6
1039298	9	8	8
601684	6	6	6
357664	6	7	6
988294	6	7	6
1098927	8	7	7
766804	8	8	8
663388	7	10	7
1086439	6	6	6
1036800	6	6	6
815420	6	6	6
1054186	9	8	8
992132	15	17	15
242219	10	6	6
275137	7	7	7
596716	6	8	6
936182	8	7	7
1090072	8	9	8
1004322	12	10	10
1087047	7	7	7
79698	8	10	8
273014	9	8	8
256783	11	10	10
1067772	7	8	7
1096371	9	9	9
1087001	9	7	7
987845	12	11	11
409887	10	9	9
1097118	9	8	8
272815	7	6	6
1082840	8	6	6
828036	8	8	8
292676	7	8	7
1093875	8	6	6
177221	6	7	6
607599	7	7	7
836832	8	6	6
288884	12	9	9
417040	6	8	6
1048361	7	7	7
15607	11	10	10
913137	7	8	7
571237	9	6	6
239516	8	10	8
249792	9	10	9
1098276	11	9	9
859274	9	11	9
1017734	9	8	8
1096357	7	9	7
571474	7	7	7
914406	9	9	9
987100	7	7	7
515573	8	8	8
616415	6	6	6
1057251	6	6	6
993987	15	12	12
22670	7	9	7
640103	8	6	6
1037872	7	7	7
9926	8	6	6
183723	10	10	10
1084769	7	8	7
249321	9	6	6
603773	6	7	6
231877	9	9	9
236949	7	8	7
1042752	14	12	12
1101552	7	7	7
1098440	9	6	6
529918	6	6	6
621419	10	11	10
968310	10	9	9
1085348	6	7	6
100020	8	6	6
326190	9	9	9
1095055	8	7	7
297019	8	6	6
299110	8	6	6
506438	7	6	6
333327	11	9	9
1084383	14	8	8
1095711	10	7	7
1086391	11	11	11
166784	7	6	6
850450	6	6	6
1016154	9	9	9
413404	6	8	6
1005500	8	6	6
1051475	8	10	8
1065448	7	7	7
1009388	6	6	6
174249	10	12	10
256192	9	6	6
471007	6	6	6
1079086	8	8	8
1096065	10	7	7
1096694	6	6	6
1097906	11	13	11
1082377	6	6	6
267012	12	12	12
277556	6	6	6
320320	11	7	7
1005520	6	6	6
425330	6	9	6
995787	8	9	8
1099290	9	9	9
1090350	7	13	7
1083508	7	8	7
15382	6	6	6
1018525	8	6	6
838453	7	6	6
1033250	7	6	6
540109	6	6	6
697983	9	6	6
1100134	6	7	6
1086241	6	8	6
273481	10	15	10
520816	6	6	6
17110	7	8	7
1098422	8	6	6
161224	9	7	7
1023838	6	6	6
912961	7	7	7
975040	8	8	8
212435	7	6	6
439061	12	10	10
584695	9	9	9
959589	6	8	6
1093564	6	6	6
969750	7	8	7
636434	9	7	7
844128	10	8	8
65488	6	7	6
70852	7	9	7
1064852	8	7	7
1102393	7	6	6
975775	8	8	8
1028753	6	6	6
996054	10	11	10
994085	13	17	13
474659	9	10	9
1087795	7	6	6
424898	7	7	7
1019705	7	6	6
1086715	10	6	6
1098646	10	8	8
696312	6	6	6
660803	6	8	6
1083743	7	8	7
243139	9	10	9
1082501	8	9	8
924398	10	6	6
436475	6	6	6
933742	8	7	7
1004949	6	6	6
1003003	7	6	6
404202	6	7	6
148761	7	9	7
776392	6	6	6
278863	11	13	11
803599	7	7	7
971233	9	10	9
1086326	8	7	7
1087869	10	14	10
474873	6	7	6
279718	11	10	10
348869	8	8	8
387603	14	11	11
1097909	9	9	9
1003277	10	9	9
70709	8	6	6
964577	9	6	6
850236	9	7	7
1005678	9	8	8
613233	6	6	6
1040082	8	8	8
619805	7	9	7
1080406	12	12	12
1094962	9	7	7
1097449	6	6	6
885184	9	7	7
1022621	9	7	7
133037	7	8	7
1084603	7	6	6
685591	6	6	6
614598	6	6	6
399617	10	10	10
603050	6	6	6
826518	8	7	7
1098561	8	7	7
985360	6	10	6
952388	9	7	7
885308	8	8	8
16559	6	8	6
569555	7	6	6
1049926	8	11	8
593541	6	7	6
183988	10	8	8
1066043	6	7	6
1030623	10	9	9
1045527	8	7	7
1057996	6	6	6
866428	8	8	8
371420	6	9	6
690801	6	6	6
903097	17	15	15
998174	6	6	6
34039	6	7	6
1087835	10	10	10
551819	10	11	10
440269	6	7	6
1049484	11	12	11
662016	11	7	7
828596	7	7	7
988653	13	9	9
1086675	9	7	7
914771	14	14	14
1054958	6	9	6
931147	8	7	7
1096776	9	10	9
841919	10	8	8
1002252	6	7	6
1084273	14	12	12
247717	9	10	9
993651	6	8	6
1085339	6	6	6
1085434	6	7	6
1003880	6	6	6
497107	10	13	10
961048	8	9	8
1036999	6	7	6
1014242	9	11	9
512807	6	7	6
514851	17	12	12
1092010	13	7	7
1096045	9	6	6
1083909	8	8	8
468762	9	9	9
264410	7	7	7
227637	6	6	6
1016611	10	9	9
1084686	6	6	6
1099670	6	6	6
138127	6	6	6
1077019	8	6	6
1087544	8	6	6
1089719	7	6	6
1025290	6	7	6
558448	6	6	6
657091	7	7	7
1084910	6	6	6
1087870	10	8	8
837375	8	6	6
1095922	6	6	6
201154	8	6	6
989042	8	10	8
881723	6	6	6
637234	8	8	8
1096823	10	10	10
1053896	7	6	6
653187	9	6	6
993041	9	10	9
156251	6	6	6
1020907	7	8	7
809933	7	7	7
838101	8	8	8
628056	8	9	8
159667	10	7	7
249118	10	11	10
185009	8	7	7
1052089	9	11	9
582641	9	10	9
900599	7	6	6
146244	8	6	6
156723	7	6	6
1031679	8	9	8
635044	6	6	6
1015307	10	8	8
592601	9	9	9
394095	8	7	7
1045203	6	7	6
865660	11	8	8
155119	6	6	6
233904	6	9	6
303777	8	8	8
1086491	7	7	7
185276	8	7	7
168069	6	6	6
580450	6	9	6
224626	6	7	6
928478	6	6	6
244808	6	8	6
611199	6	6	6
1002596	6	7	6
288139	6	6	6
470982	6	6	6
329114	7	7	7
1070728	14	12	12
264594	6	7	6
393203	6	7	6
117113	6	6	6
1006199	10	11	10
193422	6	6	6
167994	6	7	6
750946	8	7	7
1086933	7	6	6
159078	10	8	8
549135	10	8	8
